"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "HTML", "XML", "Markdown", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Message/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Method/Method.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 4, 26
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Method/MethodOption.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 3, 29
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Method/index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/PaymentDetail/PaymentDetail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 3, 27
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/PaymentDetail/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/PercentDiscount/PercentDiscount.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/PercentDiscount/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/PersonalData/PhoneNumber.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/PersonalData/UserFullName.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 4, 39
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/PersonalData/index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductCard/OrderSummaryCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 3, 42
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductCard/PaymentProductCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 4, 66
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductCard/ProductCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 62, 0, 3, 4, 69
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductCard/SaleCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 4, 55
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductCard/index.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductCategory/ProductCategory.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 3, 34
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductCategory/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductFilter/Filter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 7, 51
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductFilter/FilterGroup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 5, 42
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductFilter/SidebarFilter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 32
